customer_id,full_name,nationality,region,customer_segment,risk_level,kyc_level,status,created_at
CUST001035,Judith Amanya,Ugandan,Wakiso,retail,low,Tier2,active,2023-04-17
CUST001036,Robert Magezi,Ugandan,Butambala,retail,low,Tier3,active,2025-07-01
CUST001037,Lilian Ainomugisha,Ugandan,Bukomansimbi,retail,high,Tier3,active,2024-04-05
CUST001038,Timothy Sabiiti,Ugandan,Kabarole,retail,low,Tier1,restricted,2025-10-12
CUST001039,Eunice Muwanga,Ugandan,Kampala,retail,high,Tier1,active,2024-07-23
CUST001040,Precious Nakabuye,Ugandan,Hoima,retail,medium,Tier2,dormant,2026-01-27
CUST001041,Nakanwagi Nakabuye,Ugandan,Mukono,retail,medium,Tier2,active,2023-07-04
CUST001042,Judy Kisitu,Ugandan,Jinja,retail,medium,Tier1,active,2025-06-28
CUST001043,Elijah Nakyanzi,Ugandan,Jinja,retail,low,Tier2,active,2024-11-04
CUST001044,Nakuya Barasa,Ugandan,Butambala,retail,low,Tier2,dormant,2023-10-27
CUST001045,David Akiiki,Ugandan,Mukono,retail,high,Tier2,restricted,2024-07-07
CUST001046,Jacob Kafuko,Ugandan,Kampala,retail,medium,Tier1,dormant,2024-10-19
CUST001047,Olivia Natukunda,Ugandan,Mbale,retail,high,Tier1,active,2024-07-28
CUST001048,Judy Nakisige,Ugandan,Jinja,retail,medium,Tier1,active,2024-06-01
CUST001049,Evelyn King,Tanzanian,Mbale,retail,high,Tier2,restricted,2025-12-24
CUST001050,Olivia Nandutu,Ugandan,Mukono,retail,low,Tier3,dormant,2024-06-13
CUST001051,Rose Nafuna,Ugandan,Lira,retail,low,Tier2,active,2024-07-14
CUST001052,Hope Kalyegira,Ugandan,Kyegegwa,retail,high,Tier3,restricted,2023-06-02
CUST001053,Aisha Waiswa,Ugandan,Butambala,retail,high,Tier2,dormant,2024-11-02
CUST001054,Esther Ssempijja,Ugandan,Nebbi,retail,medium,Tier2,active,2025-05-15
CUST001055,Simon Namutebi,Ugandan,Mbale,retail,medium,Tier2,dormant,2024-04-08
CUST001056,Naggayi Kazibwe,Ugandan,Mukono,retail,medium,Tier2,active,2024-03-15
CUST001057,Francis Mugisha,Ugandan,Masaka,retail,medium,Tier3,active,2025-05-10
CUST001058,Irene Nakalema,Ugandan,Gomba,retail,high,Tier2,dormant,2025-10-10
CUST001059,Joshua Nakato,Ugandan,Kyenjojo,retail,high,Tier3,restricted,2023-01-06
CUST001060,Solomon Byaruhanga,Ugandan,Mukono,retail,high,Tier2,active,2024-10-15
CUST001061,Norah Mugabi,Ugandan,Lira,retail,high,Tier2,active,2024-09-28
CUST001062,Edwin Wanyama,Ugandan,Kampala,retail,medium,Tier2,dormant,2025-11-24
CUST001063,Mary Matovu,Ugandan,Kampala,retail,low,Tier2,active,2026-02-26
CUST001064,Eunice Ntambi,Ugandan,Wakiso,retail,medium,Tier2,active,2025-04-27
CUST001065,Proscovia Kiggundu,Ugandan,Masaka,retail,medium,Tier1,active,2025-11-14
CUST001066,Joan Nakaggwa,Ugandan,Lwengo,retail,high,Tier2,dormant,2023-06-28
CUST001067,Daniel Adong,Ugandan,Kyenjojo,retail,medium,Tier3,active,2025-08-06
CUST001068,Mohammed Martinez,Tanzanian,Bukomansimbi,retail,low,Tier2,restricted,2025-01-22
CUST001069,Denis Ladu,Ugandan,Sembabule,retail,high,Tier3,restricted,2023-01-06
CUST001070,Sophia Walker,South Sudanese,Mukono,retail,medium,Tier1,restricted,2025-04-03
CUST001071,Valerie Kahinda,Ugandan,Masaka,retail,high,Tier2,dormant,2023-06-22
CUST001072,Daniel Wabwire,Ugandan,Mbarara,retail,high,Tier2,restricted,2024-11-09
CUST001073,Lucy Kabagenyi,Ugandan,Kiboga,retail,high,Tier3,dormant,2025-10-07
CUST001074,Charles Mulyagonja,Ugandan,Kampala,retail,medium,Tier2,active,2024-01-06
CUST001075,Naava Nakafeero,Ugandan,Masaka,retail,high,Tier1,active,2026-03-15
CUST001076,Nandutu Bataringaya,Ugandan,Mbarara,retail,low,Tier2,dormant,2023-08-22
CUST001077,Martin Muzira,Ugandan,Mbale,retail,medium,Tier3,active,2023-02-24
CUST001078,Fred Atwine,Ugandan,Kampala,retail,medium,Tier3,active,2023-02-24
CUST001079,Peter Mirembe,Ugandan,Kampala,retail,low,Tier3,active,2025-02-22
CUST001080,Paul Byaruhanga,Ugandan,Pallisa,retail,high,Tier2,active,2025-02-15
CUST001081,Nandutu Babirye,Ugandan,Kyegegwa,retail,low,Tier3,active,2025-06-20
CUST001082,Precious Yiga,Ugandan,Lyantonde,retail,medium,Tier3,restricted,2024-01-02
CUST001083,Kevin Nakiganda,Ugandan,Mukono,retail,low,Tier1,active,2023-07-16
CUST001084,Grace Zziwa,Ugandan,Kampala,retail,high,Tier3,active,2022-12-28
CUST001085,Emmanuel Wanyama,Ugandan,Kampala,retail,medium,Tier3,active,2024-12-17
CUST001086,Alexander Clark,Nigerian,Jinja,retail,high,Tier2,active,2024-10-26
CUST001087,Natukunda Muwanga,Ugandan,Nebbi,retail,high,Tier1,dormant,2023-01-19
CUST001088,Nabirye Mukwaya,Ugandan,Kiboga,retail,low,Tier3,active,2024-09-02
CUST001089,Susan Ssewanyana,Ugandan,Wakiso,retail,high,Tier1,active,2024-07-14
CUST001090,Harriet Atwine,Ugandan,Kampala,retail,medium,Tier1,active,2025-10-22
CUST001091,Alexander Wright,Tanzanian,Wakiso,retail,high,Tier2,active,2023-03-14
CUST001092,Hope Tindyebwa,Ugandan,Soroti,retail,high,Tier2,active,2024-04-05
CUST001093,Nancy Mulindwa,Ugandan,Lira,retail,high,Tier2,active,2025-05-08
CUST001094,Nabulime Bamwine,Ugandan,Jinja,retail,medium,Tier2,active,2023-07-09
CUST001095,Francis Mukasa,Ugandan,Fort Portal,retail,medium,Tier2,dormant,2023-04-16
CUST001096,Nabasirye Nabukenya,Ugandan,Kampala,retail,high,Tier3,active,2024-04-25
CUST001097,Tabitha Muwonge,Ugandan,Masaka,retail,high,Tier2,active,2024-05-01
CUST001098,Harper Wilson,Nigerian,Kalungu,retail,low,Tier1,active,2025-05-14
CUST001099,Rebecca Namutebi,Ugandan,Wakiso,retail,low,Tier3,restricted,2025-12-02
CUST001100,James Nakaggwa,Ugandan,Kampala,retail,medium,Tier3,active,2024-09-07
CUST001101,Margaret Ssewanyana,Ugandan,Kalungu,retail,low,Tier2,active,2025-03-31
CUST001102,Esther Nambooze,Ugandan,Gulu,retail,medium,Tier1,active,2025-08-14
CUST001103,Sarah Williams,Burundian,Kyegegwa,retail,low,Tier1,dormant,2025-06-10
CUST001104,Jacob Nabunya,Ugandan,Jinja,retail,low,Tier3,dormant,2025-01-03
CUST001105,Solomon Akello,Ugandan,Jinja,retail,high,Tier3,active,2025-04-27
CUST001106,Ali Wright,Burundian,Kibale,retail,medium,Tier3,dormant,2023-10-31
CUST001107,Namutebi Naggenda,Ugandan,Jinja,retail,medium,Tier3,active,2023-10-22
CUST001108,David Waiswa,Ugandan,Kyegegwa,retail,low,Tier1,active,2023-01-26
CUST001109,Lilian Oringa,Ugandan,Mukono,retail,low,Tier1,dormant,2024-08-03
CUST001110,Asiimwe Mugisha,Ugandan,Kampala,retail,low,Tier2,active,2024-03-18
CUST001111,David Akello,Ugandan,Tororo,retail,high,Tier3,restricted,2024-01-08
CUST001112,Chris Ssekandi,Ugandan,Kampala,retail,medium,Tier3,active,2025-11-23
CUST001113,Proscovia Byarugaba,Ugandan,Lyantonde,retail,high,Tier2,active,2025-06-28
CUST001114,Elijah Nakato,Ugandan,Mbarara,retail,medium,Tier1,active,2025-09-05
CUST001115,Gerald Nanyonjo,Ugandan,Fort Portal,retail,low,Tier3,active,2025-05-05
CUST001116,Gerald Bbaale,Ugandan,Mukono,retail,low,Tier2,active,2025-04-08
CUST001117,Maria Ibanda,Ugandan,Wakiso,retail,low,Tier2,restricted,2023-01-21
CUST001118,Grace Nanyonjo,Ugandan,Kampala,retail,high,Tier2,active,2026-03-16
CUST001119,Sharifah Wanyama,Ugandan,Hoima,retail,low,Tier3,restricted,2024-05-16
CUST001120,Vanessa Lwanga,Ugandan,Kamuli,retail,medium,Tier2,active,2024-03-27
CUST001121,Prisca Lwanga,Ugandan,Mbarara,retail,high,Tier1,restricted,2023-04-05
CUST001122,Esther Sabiiti,Ugandan,Masaka,retail,high,Tier1,active,2025-06-22
CUST001123,Sheila Kakooza,Ugandan,Gulu,retail,low,Tier3,dormant,2025-11-06
CUST001124,Gloria Nakaggwa,Ugandan,Fort Portal,retail,high,Tier3,active,2023-03-09
CUST001125,Shamim Komakech,Ugandan,Kampala,retail,low,Tier3,active,2024-08-01
CUST001126,Joshua Abigaba,Ugandan,Kabarole,retail,low,Tier3,active,2026-03-22
CUST001127,Nabulime Nakafeero,Ugandan,Mbarara,retail,medium,Tier3,active,2024-09-19
CUST001128,Faith Namugga,Ugandan,Mbale,retail,low,Tier2,restricted,2023-03-25
CUST001129,Nakato Nakibuuka,Ugandan,Kamuli,retail,medium,Tier1,active,2025-05-29
CUST001130,Peace Mukwaya,Ugandan,Kampala,retail,low,Tier1,active,2024-01-09
CUST001131,Mary Mugisha,Ugandan,Lira,retail,low,Tier2,dormant,2023-01-05
CUST001132,Joy Namugga,Ugandan,Bundibugyo,retail,low,Tier1,active,2025-12-10
CUST001133,Judy Ntambi,Ugandan,Kampala,retail,medium,Tier2,active,2023-03-31
CUST001134,Triza Mayanja,Ugandan,Masaka,retail,high,Tier3,active,2026-02-11
CUST001135,David Luyiga,Ugandan,Arua,retail,medium,Tier1,active,2025-11-10
CUST001136,Precious Ntambi,Ugandan,Soroti,retail,low,Tier2,active,2025-06-10
CUST001137,Francis Wanyama,Ugandan,Mukono,retail,medium,Tier1,active,2025-06-13
CUST001138,Michael King,Kenyan,Wakiso,retail,low,Tier2,dormant,2023-04-18
CUST001139,Yasin Kagimu,Ugandan,Sembabule,retail,high,Tier2,active,2025-01-14
CUST001140,Elijah Walker,South Sudanese,Kamuli,retail,medium,Tier2,restricted,2024-03-07
CUST001141,Warren Nakiganda,Ugandan,Kampala,retail,high,Tier3,restricted,2023-11-05
CUST001142,Denis Namaganda,Ugandan,Mukono,retail,low,Tier2,active,2023-11-03
CUST001143,Edith Twinamatsiko,Ugandan,Mukono,retail,medium,Tier2,active,2024-02-10
CUST001144,Vincent Bainomugisha,Ugandan,Hoima,retail,high,Tier3,active,2023-07-19
CUST001145,Nabasirye Kalyegira,Ugandan,Kakumiro,retail,low,Tier1,active,2026-02-18
CUST001146,Solomon Muwonge,Ugandan,Mbale,retail,low,Tier2,active,2023-10-03
CUST001147,Yasin Bukenya,Ugandan,Kyotera,retail,low,Tier2,restricted,2023-09-30
CUST001148,Abraham Kayemba,Ugandan,Gulu,retail,low,Tier3,active,2023-12-23
CUST001149,Atwine Nambooze,Ugandan,Kampala,retail,medium,Tier3,dormant,2025-08-19
CUST001150,Patience Amony,Ugandan,Kalangala,retail,high,Tier2,restricted,2026-01-12
CUST001151,Martin Nanyonjo,Ugandan,Pallisa,retail,high,Tier2,restricted,2026-03-26
CUST001152,Dorothy Luyiga,Ugandan,Lira,retail,high,Tier3,active,2023-09-23
CUST001153,Vincent Bategeka,Ugandan,Arua,retail,high,Tier1,active,2025-09-07
CUST001154,Edwin Ocaya,Ugandan,Lwengo,retail,medium,Tier2,active,2026-03-19
CUST001155,Precious Nabawanuka,Ugandan,Mbarara,retail,medium,Tier2,restricted,2025-04-11
CUST001156,Nabulime Ainomugisha,Ugandan,Mbarara,retail,low,Tier2,active,2023-06-18
CUST001157,Gertrude Gitta,Ugandan,Tororo,retail,medium,Tier3,active,2025-06-12
CUST001158,Victor Namaganda,Ugandan,Mpigi,retail,low,Tier2,dormant,2023-07-31
CUST001159,Daisy Ainomugisha,Ugandan,Kasese,retail,high,Tier1,dormant,2025-10-14
CUST001160,Ronald Mulyagonja,Ugandan,Mbarara,retail,high,Tier1,restricted,2025-09-05
CUST001161,Olivia Williams,Tanzanian,Kalangala,retail,medium,Tier1,active,2024-08-01
CUST001162,Natukunda Nakafeero,Ugandan,Mbarara,retail,high,Tier1,restricted,2026-03-23
CUST001163,Harriet Kazibwe,Ugandan,Bundibugyo,retail,high,Tier1,dormant,2023-04-07
CUST001164,Gertrude Malinga,Ugandan,Kumi,retail,medium,Tier3,active,2025-05-22
CUST001165,Nabulime Nakiganda,Ugandan,Kalangala,retail,medium,Tier2,restricted,2026-02-03
CUST001166,Lloyd Galiwango,Ugandan,Lira,retail,medium,Tier3,active,2024-05-10
CUST001167,Patience Mugabi,Ugandan,Bundibugyo,retail,high,Tier2,active,2025-01-04
CUST001168,Caroline Nakku,Ugandan,Lira,retail,low,Tier1,active,2024-11-13
CUST001169,Judy Ninsiima,Ugandan,Mukono,retail,medium,Tier1,active,2024-06-10
CUST001170,Lilian Walakira,Ugandan,Mukono,retail,low,Tier1,dormant,2024-04-12
CUST001171,Nakintu Atwine,Ugandan,Kampala,retail,medium,Tier1,active,2023-07-12
CUST001172,Ivan Akello,Ugandan,Wakiso,retail,high,Tier3,restricted,2023-01-18
CUST001173,Nabasirye Luyiga,Ugandan,Mukono,retail,low,Tier1,restricted,2023-09-20
CUST001174,Oliver Kisitu,Ugandan,Soroti,retail,high,Tier2,restricted,2023-09-14
CUST001175,Triza Namugga,Ugandan,Mukono,retail,medium,Tier1,restricted,2024-06-21
CUST001176,Nicholas Kalema,Ugandan,Wakiso,retail,low,Tier1,active,2024-12-28
CUST001177,Judy Katusiime,Ugandan,Mpigi,retail,low,Tier3,dormant,2024-07-06
CUST001178,Proscovia Nabukenya,Ugandan,Kotido,retail,medium,Tier1,active,2024-09-29
CUST001179,Adong Olara,Ugandan,Hoima,retail,high,Tier3,active,2025-09-15
CUST001180,Nakkazi Twinamatsiko,Ugandan,Moroto,retail,medium,Tier1,active,2024-07-11
CUST001181,Florence Ainomugisha,Ugandan,Wakiso,retail,high,Tier3,active,2023-04-22
CUST001182,Sarah Kijjambu,Ugandan,Bundibugyo,retail,low,Tier2,active,2024-09-18
CUST001183,Violet Nanyonjo,Ugandan,Jinja,retail,low,Tier1,dormant,2023-05-07
CUST001184,Abraham Asiimwe,Ugandan,Wakiso,retail,low,Tier3,active,2023-08-11
CUST001185,Winnie Okot,Ugandan,Mbarara,retail,low,Tier1,dormant,2024-07-05
CUST001186,Irene Bbaale,Ugandan,Mukono,retail,high,Tier2,active,2024-10-20
CUST001187,Patience Wasswa,Ugandan,Jinja,retail,medium,Tier1,active,2025-02-18
CUST001188,Dorothy Ssenoga,Ugandan,Iganga,retail,medium,Tier3,active,2024-03-12
CUST001189,Faith Ssenoga,Ugandan,Kalangala,retail,low,Tier1,restricted,2024-08-24
CUST001190,Richard Otim,Ugandan,Bukomansimbi,retail,high,Tier2,active,2026-01-25
CUST001191,Ivan Kayondo,Ugandan,Tororo,retail,medium,Tier1,active,2023-06-06
CUST001192,Vincent Waiswa,Ugandan,Mityana,retail,high,Tier1,active,2024-05-03
CUST001193,Michael Namutebi,Ugandan,Fort Portal,retail,low,Tier3,restricted,2025-01-20
CUST001194,Namirembe Kisembo,Ugandan,Kampala,retail,medium,Tier3,active,2023-04-13
CUST001195,Gerald Zziwa,Ugandan,Gulu,retail,high,Tier3,dormant,2024-09-28
CUST001196,Solomon Kasule,Ugandan,Wakiso,retail,low,Tier1,dormant,2023-01-27
CUST001197,Namyalo Magezi,Ugandan,Gomba,retail,high,Tier2,restricted,2024-07-12
CUST001198,Nicholas Acen,Ugandan,Gulu,retail,medium,Tier2,active,2024-12-18
CUST001199,Faith Amony,Ugandan,Butambala,retail,low,Tier1,active,2023-07-28
CUST001200,Elijah Kamanzi,Ugandan,Lira,retail,high,Tier3,active,2023-11-03
CUST001201,Fatima Johnson,Congolese,Jinja,retail,high,Tier2,dormant,2023-11-16
CUST001202,Ronald Nakyanzi,Ugandan,Mbarara,retail,low,Tier1,dormant,2024-09-11
CUST001203,Elizabeth Nabweteme,Ugandan,Mpigi,retail,high,Tier1,active,2024-10-17
CUST001204,Namazzi Nabirye,Ugandan,Arua,retail,medium,Tier1,active,2023-06-14
CUST001205,Faith Pereza,Ugandan,Mukono,retail,medium,Tier1,dormant,2024-02-06
CUST001206,Elijah Wilson,South Sudanese,Mbarara,retail,medium,Tier1,active,2026-02-26
CUST001207,Shamim Pereza,Ugandan,Kampala,retail,high,Tier2,restricted,2023-12-12
CUST001208,Florence Namutebi,Ugandan,Mukono,retail,low,Tier1,active,2026-02-09
CUST001209,Racheal Ssekiziyivu,Ugandan,Bundibugyo,retail,low,Tier3,active,2024-04-29
CUST001210,Nabulime Kalibbala,Ugandan,Hoima,retail,medium,Tier1,active,2024-01-07
CUST001211,Anena Ainomugisha,Ugandan,Kumi,retail,medium,Tier1,active,2023-12-15
CUST001212,Akena Namutebi,Ugandan,Bundibugyo,retail,medium,Tier1,active,2024-12-23
CUST001213,Chris Mugisha,Ugandan,Mbarara,retail,medium,Tier1,dormant,2025-07-02
CUST001214,Mildred Oringa,Ugandan,Sembabule,retail,medium,Tier1,active,2023-06-08
CUST001215,David Nakiganda,Ugandan,Wakiso,retail,high,Tier3,active,2026-02-17
CUST001216,Aisha Kaboyo,Ugandan,Moroto,retail,medium,Tier3,active,2025-12-21
CUST001217,Tabitha Nakkazi,Ugandan,Masaka,retail,medium,Tier1,active,2026-01-18
CUST001218,Deborah Mugisha,Ugandan,Mukono,retail,low,Tier2,dormant,2025-04-05
CUST001219,Mugisha Otim,Ugandan,Kumi,retail,high,Tier2,active,2024-06-14
CUST001220,Vincent Kikomeko,Ugandan,Kakumiro,retail,high,Tier3,active,2024-04-22
CUST001221,Nambooze Wasswa,Ugandan,Butambala,retail,low,Tier2,active,2024-06-27
CUST001222,Esther Bamwine,Ugandan,Kampala,retail,low,Tier3,dormant,2025-11-15
CUST001223,Fred Adong,Ugandan,Mbarara,retail,low,Tier2,active,2024-06-08
CUST001224,Noah Bbaale,Ugandan,Kyegegwa,retail,medium,Tier2,active,2024-05-19
CUST001225,Solomon Okello,Ugandan,Jinja,retail,high,Tier2,active,2025-06-23
CUST001226,Nabirye Tabaaro,Ugandan,Mukono,retail,high,Tier1,restricted,2024-09-16
CUST001227,Triza Amanya,Ugandan,Kyenjojo,retail,medium,Tier2,active,2023-05-12
CUST001228,Jacob Ssekiziyivu,Ugandan,Kampala,retail,high,Tier3,restricted,2026-02-19
CUST001229,Winnie Byaruhanga,Ugandan,Hoima,retail,low,Tier3,active,2024-09-17
CUST001230,Gerald Namagombe,Ugandan,Iganga,retail,low,Tier2,active,2025-05-19
CUST001231,Warren Kagimu,Ugandan,Jinja,retail,high,Tier2,active,2025-07-13
CUST001232,Yusuf Martinez,Rwandan,Kumi,retail,low,Tier3,dormant,2026-03-05
CUST001233,Solomon Nabukenya,Ugandan,Wakiso,retail,medium,Tier1,active,2025-03-27
CUST001234,Sheila Kasule,Ugandan,Wakiso,retail,medium,Tier3,dormant,2025-11-20
CUST001235,Violet Namyalo,Ugandan,Jinja,retail,low,Tier3,dormant,2023-02-17
CUST001236,Judy Nabweteme,Ugandan,Kalangala,retail,low,Tier3,dormant,2023-05-10
CUST001237,Deborah Lwanga,Ugandan,Wakiso,retail,high,Tier1,restricted,2024-10-04
CUST001238,Namyalo Kabagenyi,Ugandan,Kampala,retail,low,Tier3,dormant,2025-09-26
CUST001239,Namirembe Ssewava,Ugandan,Kyotera,retail,low,Tier2,restricted,2024-01-04
CUST001240,Francis Byaruhanga,Ugandan,Kampala,retail,low,Tier2,active,2023-06-07
CUST001241,Zaina Nafuna,Ugandan,Mukono,retail,high,Tier2,dormant,2023-02-05
CUST001242,Tabitha Katusiime,Ugandan,Mukono,retail,high,Tier1,restricted,2024-02-03
CUST001243,Valerie Pereza,Ugandan,Wakiso,retail,medium,Tier1,restricted,2023-01-25
CUST001244,Charlotte Williams,Sudanese,Mbarara,retail,low,Tier3,active,2023-10-09
CUST001245,Victor Oloya,Ugandan,Mbarara,retail,low,Tier1,dormant,2025-09-11
CUST001246,Moses Ouma,Ugandan,Kampala,retail,medium,Tier2,active,2023-10-13
CUST001247,Proscovia Lwanga,Ugandan,Fort Portal,retail,high,Tier2,dormant,2023-12-01
CUST001248,Namagembe Ouma,Ugandan,Kampala,retail,high,Tier2,restricted,2023-04-22
CUST001249,Esther Ninsiima,Ugandan,Mukono,retail,high,Tier1,dormant,2024-02-08
CUST001250,Henry Martinez,Kenyan,Kakumiro,retail,low,Tier1,active,2024-08-08
CUST001251,Alexander Hall,Nigerian,Soroti,retail,medium,Tier2,active,2026-01-23
CUST001252,Nakato Mugerwa,Ugandan,Mukono,retail,low,Tier1,active,2023-01-17
CUST001253,Zaituni Nsereko,Ugandan,Kampala,retail,low,Tier1,active,2023-10-07
CUST001254,Sylvia Kahinda,Ugandan,Mukono,retail,medium,Tier1,active,2025-11-30
CUST001255,Abel Okello,Ugandan,Mityana,retail,low,Tier1,active,2024-11-03
CUST001256,Annet Isabirye,Ugandan,Kakumiro,retail,medium,Tier2,active,2025-08-24
CUST001257,Diana Kasule,Ugandan,Wakiso,retail,high,Tier3,restricted,2026-03-18
CUST001258,Namyalo Katusiime,Ugandan,Mukono,retail,medium,Tier3,active,2023-10-07
CUST001259,Naava Otim,Ugandan,Kampala,retail,high,Tier1,active,2025-07-05
CUST001260,Anena Barasa,Ugandan,Kibale,retail,medium,Tier1,active,2024-01-23
CUST001261,Kevin Abigaba,Ugandan,Kamuli,retail,high,Tier1,dormant,2024-12-30
CUST001262,Namara Nabaggala,Ugandan,Wakiso,retail,high,Tier2,active,2025-12-25
CUST001263,Ritah Nakiganda,Ugandan,Kampala,retail,low,Tier2,restricted,2024-08-14
CUST001264,Akena Mitala,Ugandan,Soroti,retail,low,Tier3,dormant,2024-03-19
CUST001265,Nakato Kayemba,Ugandan,Bukomansimbi,retail,high,Tier2,active,2023-11-14
CUST001266,Juliet Kiyingi,Ugandan,Masaka,retail,low,Tier2,active,2023-02-09
CUST001267,Jacob Kakooza,Ugandan,Mukono,retail,medium,Tier3,restricted,2025-04-07
CUST001268,Joan Bbaale,Ugandan,Jinja,retail,medium,Tier2,active,2023-12-13
CUST001269,Natukunda Kiconco,Ugandan,Mukono,retail,high,Tier3,active,2025-09-09
CUST001270,Gertrude Tumusiime,Ugandan,Fort Portal,retail,medium,Tier3,active,2024-04-16
CUST001271,Zaina Nassaka,Ugandan,Jinja,retail,medium,Tier2,dormant,2025-09-03
CUST001272,Ian Mitala,Ugandan,Mukono,retail,high,Tier3,active,2023-04-03
CUST001273,Harper Brown,Rwandan,Kamuli,retail,low,Tier3,dormant,2024-07-28
CUST001274,Caleb Nafuna,Ugandan,Wakiso,retail,low,Tier3,active,2025-09-15
CUST001275,Nakkazi Kiggundu,Ugandan,Kampala,retail,medium,Tier1,active,2025-08-17
CUST001276,Harper Williams,Sudanese,Kampala,retail,high,Tier2,dormant,2023-04-12
CUST001277,Mildred Mayanja,Ugandan,Mbarara,retail,high,Tier1,dormant,2024-11-22
CUST001278,Jacob Wanyama,Ugandan,Kamuli,retail,high,Tier3,active,2024-11-19
CUST001279,Vanessa Wabwire,Ugandan,Lira,retail,medium,Tier1,active,2025-09-16
CUST001280,Yusuf Okot,Ugandan,Wakiso,retail,low,Tier1,active,2025-11-14
CUST001281,Mia King,Nigerian,Mukono,retail,low,Tier1,active,2024-06-22
CUST001282,George Kato,Ugandan,Kasese,retail,high,Tier3,dormant,2024-07-19
CUST001283,Atim Nakiganda,Ugandan,Kyenjojo,retail,medium,Tier3,active,2024-12-18
CUST001284,Lucy Acen,Ugandan,Mbale,retail,high,Tier3,active,2025-12-08
CUST001285,Annet Barasa,Ugandan,Hoima,retail,medium,Tier3,restricted,2024-09-27
CUST001286,Achan Abigaba,Ugandan,Kabarole,retail,high,Tier1,active,2023-08-09
CUST001287,Prisca Ibanda,Ugandan,Kampala,retail,medium,Tier2,active,2023-12-26
CUST001288,Hellen Nalubega,Ugandan,Lira,retail,high,Tier3,restricted,2023-11-14
CUST001289,Sophia Anderson,Kenyan,Lira,retail,medium,Tier2,active,2023-04-27
CUST001290,Warren Bainomugisha,Ugandan,Mukono,retail,low,Tier3,active,2025-03-30
CUST001291,Mark Kiconco,Ugandan,Tororo,retail,low,Tier1,active,2023-05-12
CUST001292,Nandutu Muwonge,Ugandan,Wakiso,retail,medium,Tier1,active,2023-04-25
CUST001293,Aisha Ssekandi,Ugandan,Wakiso,retail,low,Tier2,dormant,2025-03-09
CUST001294,Ivan Nakabuye,Ugandan,Jinja,retail,medium,Tier3,active,2023-07-19
CUST001295,Namagembe Wabwire,Ugandan,Kalungu,retail,medium,Tier3,active,2025-02-15
CUST001296,Nabasirye Mugisha,Ugandan,Kamuli,retail,low,Tier3,active,2023-04-28
CUST001297,Nakintu Ouma,Ugandan,Bundibugyo,retail,high,Tier1,active,2026-03-11
CUST001298,Akiiki Nakimera,Ugandan,Soroti,retail,medium,Tier2,active,2025-11-02
CUST001299,Elijah Adams,Kenyan,Mbale,retail,high,Tier1,dormant,2025-08-30
CUST001300,Charlotte Harris,South Sudanese,Kyegegwa,retail,high,Tier3,active,2026-01-21
CUST001301,Lilian Nanyonjo,Ugandan,Kiboga,retail,high,Tier3,dormant,2023-10-18
CUST001302,Timothy Adong,Ugandan,Kampala,retail,high,Tier1,restricted,2025-03-08
CUST001303,Charles Nakandi,Ugandan,Fort Portal,retail,high,Tier1,restricted,2024-04-29
CUST001304,Hope Nakacwa,Ugandan,Mukono,retail,high,Tier3,dormant,2024-05-25
CUST001305,Nicholas Nakaggwa,Ugandan,Kampala,retail,medium,Tier3,restricted,2024-11-11
CUST001306,Hellen Babirye,Ugandan,Wakiso,retail,medium,Tier3,dormant,2024-07-13
CUST001307,Daisy Barasa,Ugandan,Mukono,retail,high,Tier3,active,2024-06-02
CUST001308,Daisy Nakiganda,Ugandan,Masaka,retail,medium,Tier1,active,2023-10-11
CUST001309,Mugisha Opio,Ugandan,Masaka,retail,medium,Tier3,active,2023-04-07
CUST001310,Faith Tindyebwa,Ugandan,Kampala,retail,low,Tier3,active,2025-10-28
CUST001311,Paul Kazibwe,Ugandan,Wakiso,retail,high,Tier3,active,2025-12-11
CUST001312,Vincent Oloya,Ugandan,Kamuli,retail,high,Tier2,active,2024-12-10
CUST001313,Harper Baker,South Sudanese,Kotido,retail,high,Tier2,active,2023-10-22
CUST001314,Sophia Wright,Kenyan,Kumi,retail,medium,Tier2,active,2023-01-22
CUST001315,Nakanwagi Ikojo,Ugandan,Jinja,retail,medium,Tier2,restricted,2025-12-09
CUST001316,Joshua Obua,Ugandan,Kampala,retail,high,Tier1,active,2026-03-04
CUST001317,Fatima Harris,Congolese,Jinja,retail,medium,Tier1,active,2025-04-01
CUST001318,Grace Brown,Congolese,Sembabule,retail,low,Tier3,restricted,2025-03-27
CUST001319,Namirembe Kato,Ugandan,Fort Portal,retail,medium,Tier1,active,2025-11-27
CUST001320,Akena Nakku,Ugandan,Kibale,retail,high,Tier1,active,2023-06-17
CUST001321,Violet Zziwa,Ugandan,Kampala,retail,high,Tier2,active,2024-11-09
CUST001322,Florence Kayemba,Ugandan,Nebbi,retail,high,Tier2,active,2023-01-10
CUST001323,Michael Young,Indian,Tororo,retail,medium,Tier3,dormant,2024-07-11
CUST001324,Gift Akena,Ugandan,Mpigi,retail,high,Tier1,restricted,2024-05-12
CUST001325,Gift Tindyebwa,Ugandan,Jinja,retail,low,Tier3,active,2024-05-25
CUST001326,Daisy Mukasa,Ugandan,Kotido,retail,high,Tier3,active,2024-10-11
CUST001327,Nambooze Barasa,Ugandan,Arua,retail,low,Tier1,active,2025-11-14
CUST001328,Nambi Nakiyingi,Ugandan,Kampala,retail,medium,Tier1,active,2024-02-12
