card_id,account_id,customer_id,card_type,network,masked_pan,issued_at,expiry_month,expiry_year,card_status
CARD001955,ACC002865,CUST002865,virtual,Mastercard,4000-00XX-XX9123,2025-09-10,02,2030,blocked
CARD001956,ACC002866,CUST002866,debit,Mastercard,4000-00XX-XX6188,2023-09-24,12,2029,active
CARD001957,ACC002869,CUST002869,virtual,Verve,4000-00XX-XX4451,2024-01-09,03,2029,active
CARD001958,ACC002870,CUST002870,virtual,Mastercard,4000-00XX-XX0284,2025-01-03,04,2031,blocked
CARD001959,ACC002872,CUST002872,debit,Mastercard,4000-00XX-XX7183,2026-02-27,08,2031,active
CARD001960,ACC002873,CUST002873,virtual,Verve,4000-00XX-XX3903,2024-03-10,05,2030,blocked
CARD001961,ACC002876,CUST002876,debit,Mastercard,4000-00XX-XX9489,2024-09-05,10,2030,active
CARD001962,ACC002878,CUST002878,debit,Visa,4000-00XX-XX8893,2026-01-15,11,2028,blocked
CARD001963,ACC002881,CUST002881,debit,Mastercard,4000-00XX-XX0679,2024-07-09,03,2031,blocked
CARD001964,ACC002882,CUST002882,debit,Visa,4000-00XX-XX1437,2024-11-21,03,2031,active
CARD001965,ACC002883,CUST002883,virtual,Mastercard,4000-00XX-XX9408,2024-09-30,08,2029,blocked
CARD001966,ACC002884,CUST002884,virtual,Mastercard,4000-00XX-XX0924,2024-03-21,04,2028,blocked
CARD001967,ACC002885,CUST002885,virtual,Visa,4000-00XX-XX4174,2023-09-11,08,2029,active
CARD001968,ACC002886,CUST002886,virtual,Mastercard,4000-00XX-XX7917,2025-12-07,10,2028,blocked
CARD001969,ACC002888,CUST002888,debit,Mastercard,4000-00XX-XX7905,2024-09-04,09,2031,active
CARD001970,ACC002889,CUST002889,debit,Verve,4000-00XX-XX1667,2024-12-05,04,2028,active
CARD001971,ACC002890,CUST002890,virtual,Visa,4000-00XX-XX7363,2024-09-30,07,2029,active
CARD001972,ACC002891,CUST002891,virtual,Visa,4000-00XX-XX8585,2023-08-15,07,2028,active
CARD001973,ACC002893,CUST002893,virtual,Visa,4000-00XX-XX0936,2024-01-18,12,2031,active
CARD001974,ACC002895,CUST002895,virtual,Verve,4000-00XX-XX2073,2025-06-29,04,2028,active
CARD001975,ACC002896,CUST002896,virtual,Verve,4000-00XX-XX0519,2025-03-09,03,2029,active
CARD001976,ACC002898,CUST002898,debit,Mastercard,4000-00XX-XX7280,2026-03-06,08,2030,active
CARD001977,ACC002899,CUST002899,virtual,Verve,4000-00XX-XX6832,2023-04-25,05,2028,blocked
CARD001978,ACC002900,CUST002900,virtual,Visa,4000-00XX-XX9486,2024-11-25,06,2031,active
CARD001979,ACC002903,CUST002903,debit,Verve,4000-00XX-XX8191,2025-09-10,02,2030,blocked
CARD001980,ACC002906,CUST002906,debit,Visa,4000-00XX-XX1379,2023-11-16,06,2028,blocked
CARD001981,ACC002908,CUST002908,virtual,Visa,4000-00XX-XX3779,2024-04-12,08,2028,blocked
CARD001982,ACC002909,CUST002909,debit,Visa,4000-00XX-XX9741,2025-09-14,03,2031,blocked
CARD001983,ACC002911,CUST002911,virtual,Visa,4000-00XX-XX4703,2025-09-13,02,2031,blocked
CARD001984,ACC002912,CUST002912,virtual,Mastercard,4000-00XX-XX0497,2024-04-09,02,2029,active
CARD001985,ACC002915,CUST002915,virtual,Visa,4000-00XX-XX8528,2025-03-16,09,2028,active
CARD001986,ACC002919,CUST002919,debit,Verve,4000-00XX-XX3483,2024-05-05,09,2030,active
CARD001987,ACC002921,CUST002921,debit,Visa,4000-00XX-XX4856,2024-04-01,05,2031,blocked
CARD001988,ACC002922,CUST002922,debit,Visa,4000-00XX-XX6290,2025-01-14,04,2030,active
CARD001989,ACC002924,CUST002924,virtual,Verve,4000-00XX-XX3082,2025-08-04,08,2031,active
CARD001990,ACC002925,CUST002925,debit,Visa,4000-00XX-XX5917,2023-05-19,01,2029,blocked
CARD001991,ACC002926,CUST002926,debit,Mastercard,4000-00XX-XX1645,2026-02-10,12,2028,active
CARD001992,ACC002927,CUST002927,virtual,Visa,4000-00XX-XX0889,2025-06-10,04,2031,active
CARD001993,ACC002928,CUST002928,virtual,Mastercard,4000-00XX-XX9385,2024-12-19,12,2031,blocked
CARD001994,ACC002929,CUST002929,debit,Verve,4000-00XX-XX4684,2026-03-03,09,2031,active
CARD001995,ACC002932,CUST002932,virtual,Mastercard,4000-00XX-XX3637,2023-07-01,06,2031,blocked
CARD001996,ACC002934,CUST002934,virtual,Mastercard,4000-00XX-XX4134,2023-09-07,08,2028,blocked
CARD001997,ACC002935,CUST002935,debit,Visa,4000-00XX-XX2822,2025-02-08,11,2028,active
CARD001998,ACC002936,CUST002936,virtual,Verve,4000-00XX-XX5811,2024-06-23,02,2030,active
CARD001999,ACC002937,CUST002937,virtual,Verve,4000-00XX-XX8728,2023-10-24,05,2030,blocked
CARD002000,ACC002938,CUST002938,virtual,Mastercard,4000-00XX-XX0166,2024-04-16,12,2028,active
CARD002001,ACC002940,CUST002940,debit,Visa,4000-00XX-XX0024,2023-02-21,11,2029,active
CARD002002,ACC002941,CUST002941,debit,Visa,4000-00XX-XX2091,2023-07-06,01,2030,blocked
CARD002003,ACC002943,CUST002943,virtual,Visa,4000-00XX-XX8799,2023-03-17,06,2029,active
CARD002004,ACC002946,CUST002946,virtual,Mastercard,4000-00XX-XX2809,2023-07-17,03,2028,blocked
CARD002005,ACC002947,CUST002947,debit,Verve,4000-00XX-XX0548,2023-12-25,08,2031,blocked
CARD002006,ACC002948,CUST002948,debit,Verve,4000-00XX-XX2545,2023-01-29,12,2031,active
CARD002007,ACC002949,CUST002949,virtual,Mastercard,4000-00XX-XX6922,2024-01-22,05,2031,blocked
CARD002008,ACC002950,CUST002950,debit,Verve,4000-00XX-XX8132,2023-11-14,11,2031,active
CARD002009,ACC002953,CUST002953,debit,Mastercard,4000-00XX-XX7483,2026-01-10,10,2029,blocked
CARD002010,ACC002955,CUST002955,virtual,Verve,4000-00XX-XX6798,2025-06-14,10,2029,blocked
CARD002011,ACC002956,CUST002956,debit,Mastercard,4000-00XX-XX6925,2024-11-14,10,2028,blocked
CARD002012,ACC002957,CUST002957,virtual,Visa,4000-00XX-XX4818,2026-03-15,05,2029,active
CARD002013,ACC002958,CUST002958,debit,Verve,4000-00XX-XX7603,2025-02-16,05,2028,blocked
CARD002014,ACC002959,CUST002959,virtual,Visa,4000-00XX-XX9711,2024-03-05,07,2028,active
CARD002015,ACC002960,CUST002960,virtual,Mastercard,4000-00XX-XX7754,2025-12-01,02,2029,active
CARD002016,ACC002962,CUST002962,virtual,Verve,4000-00XX-XX3308,2025-07-20,03,2030,blocked
CARD002017,ACC002964,CUST002964,virtual,Visa,4000-00XX-XX0959,2025-06-25,05,2029,active
CARD002018,ACC002965,CUST002965,debit,Mastercard,4000-00XX-XX6324,2023-09-03,04,2030,active
CARD002019,ACC002966,CUST002966,debit,Visa,4000-00XX-XX3644,2025-04-17,05,2028,active
CARD002020,ACC002968,CUST002968,debit,Visa,4000-00XX-XX6130,2025-01-10,04,2029,blocked
CARD002021,ACC002971,CUST002971,debit,Visa,4000-00XX-XX1758,2025-05-25,12,2031,active
CARD002022,ACC002972,CUST002972,virtual,Verve,4000-00XX-XX9254,2024-01-15,03,2028,active
CARD002023,ACC002975,CUST002975,debit,Visa,4000-00XX-XX6099,2025-08-27,12,2029,active
CARD002024,ACC002977,CUST002977,virtual,Visa,4000-00XX-XX5185,2024-12-17,09,2029,active
CARD002025,ACC002979,CUST002979,debit,Mastercard,4000-00XX-XX2014,2024-03-30,05,2028,active
CARD002026,ACC002980,CUST002980,debit,Visa,4000-00XX-XX3372,2024-08-11,04,2030,active
CARD002027,ACC002981,CUST002981,debit,Mastercard,4000-00XX-XX4859,2025-06-29,12,2030,blocked
CARD002028,ACC002982,CUST002982,virtual,Mastercard,4000-00XX-XX6504,2023-10-13,05,2028,blocked
CARD002029,ACC002985,CUST002985,debit,Verve,4000-00XX-XX0211,2024-10-06,02,2028,active
CARD002030,ACC002986,CUST002986,virtual,Visa,4000-00XX-XX5699,2025-09-11,02,2029,blocked
CARD002031,ACC002987,CUST002987,debit,Mastercard,4000-00XX-XX1375,2023-06-03,10,2030,active
CARD002032,ACC002988,CUST002988,virtual,Mastercard,4000-00XX-XX0383,2024-09-23,02,2030,blocked
CARD002033,ACC002990,CUST002990,debit,Verve,4000-00XX-XX9740,2026-02-03,10,2028,active
CARD002034,ACC002992,CUST002992,debit,Mastercard,4000-00XX-XX7620,2023-11-17,04,2031,active
CARD002035,ACC002994,CUST002994,virtual,Verve,4000-00XX-XX9421,2025-05-21,08,2029,active
CARD002036,ACC002995,CUST002995,debit,Verve,4000-00XX-XX0726,2025-07-28,05,2031,active
CARD002037,ACC002997,CUST002997,debit,Visa,4000-00XX-XX2856,2023-09-23,05,2029,active
CARD002038,ACC002998,CUST002998,debit,Visa,4000-00XX-XX8802,2026-02-22,11,2030,active
CARD002039,ACC002999,CUST002999,virtual,Mastercard,4000-00XX-XX1867,2024-04-06,10,2029,active
CARD002040,ACC003000,CUST003000,virtual,Visa,4000-00XX-XX9591,2025-04-03,05,2028,active
CARD002041,ACC003001,CUST003001,virtual,Verve,4000-00XX-XX2765,2023-06-09,02,2029,blocked
CARD002042,ACC003002,CUST003002,virtual,Visa,4000-00XX-XX0710,2024-02-07,07,2031,blocked
CARD002043,ACC003003,CUST003003,virtual,Visa,4000-00XX-XX5392,2024-03-04,11,2030,active
CARD002044,ACC003004,CUST003004,virtual,Verve,4000-00XX-XX4525,2024-06-16,10,2028,active
CARD002045,ACC003005,CUST003005,debit,Verve,4000-00XX-XX3638,2024-10-25,07,2028,blocked
CARD002046,ACC003006,CUST003006,debit,Visa,4000-00XX-XX2901,2023-09-01,10,2031,blocked
CARD002047,ACC003007,CUST003007,virtual,Verve,4000-00XX-XX4525,2024-05-21,09,2030,active
CARD002048,ACC003008,CUST003008,virtual,Visa,4000-00XX-XX5321,2025-03-11,04,2028,blocked
CARD002049,ACC003009,CUST003009,virtual,Visa,4000-00XX-XX7391,2023-10-03,07,2029,active
CARD002050,ACC003010,CUST003010,debit,Mastercard,4000-00XX-XX4071,2024-04-24,09,2029,active
CARD002051,ACC003012,CUST003012,virtual,Mastercard,4000-00XX-XX2335,2024-09-13,11,2029,active
CARD002052,ACC003013,CUST003013,virtual,Visa,4000-00XX-XX2475,2025-06-24,05,2030,active
CARD002053,ACC003014,CUST003014,debit,Mastercard,4000-00XX-XX8105,2025-03-13,03,2029,active
CARD002054,ACC003017,CUST003017,virtual,Mastercard,4000-00XX-XX1301,2025-12-07,03,2028,blocked
CARD002055,ACC003020,CUST003020,virtual,Verve,4000-00XX-XX6959,2023-12-26,07,2028,active
CARD002056,ACC003022,CUST003022,virtual,Visa,4000-00XX-XX0022,2025-03-25,10,2031,active
CARD002057,ACC003023,CUST003023,virtual,Verve,4000-00XX-XX0496,2025-12-18,01,2030,active
CARD002058,ACC003026,CUST003026,debit,Mastercard,4000-00XX-XX7090,2026-02-26,11,2028,active
CARD002059,ACC003028,CUST003028,debit,Mastercard,4000-00XX-XX5550,2025-11-19,11,2031,active
CARD002060,ACC003030,CUST003030,virtual,Visa,4000-00XX-XX7838,2023-12-30,08,2031,blocked
CARD002061,ACC003031,CUST003031,virtual,Mastercard,4000-00XX-XX4317,2026-02-21,06,2028,blocked
CARD002062,ACC003032,CUST003032,virtual,Visa,4000-00XX-XX9340,2025-08-16,11,2030,active
CARD002063,ACC003033,CUST003033,debit,Visa,4000-00XX-XX4702,2024-07-26,03,2031,blocked
CARD002064,ACC003036,CUST003036,virtual,Mastercard,4000-00XX-XX5129,2023-08-28,08,2028,blocked
CARD002065,ACC003038,CUST003038,virtual,Verve,4000-00XX-XX2482,2023-05-04,05,2029,active
CARD002066,ACC003039,CUST003039,virtual,Mastercard,4000-00XX-XX4385,2024-06-27,10,2030,blocked
CARD002067,ACC003040,CUST003040,virtual,Verve,4000-00XX-XX7933,2024-04-20,03,2029,active
CARD002068,ACC003041,CUST003041,debit,Visa,4000-00XX-XX0619,2026-02-28,10,2028,blocked
CARD002069,ACC003042,CUST003042,virtual,Mastercard,4000-00XX-XX8671,2023-09-12,06,2028,blocked
CARD002070,ACC003043,CUST003043,debit,Visa,4000-00XX-XX7681,2023-12-17,01,2028,active
CARD002071,ACC003044,CUST003044,debit,Visa,4000-00XX-XX8993,2025-06-12,02,2028,active
CARD002072,ACC003045,CUST003045,debit,Verve,4000-00XX-XX6551,2025-07-11,11,2028,blocked
CARD002073,ACC003046,CUST003046,debit,Visa,4000-00XX-XX4368,2023-06-18,06,2028,blocked
CARD002074,ACC003048,CUST003048,virtual,Verve,4000-00XX-XX2557,2023-02-17,04,2028,active
CARD002075,ACC003049,CUST003049,debit,Verve,4000-00XX-XX9296,2025-12-12,12,2028,blocked
CARD002076,ACC003051,CUST003051,virtual,Visa,4000-00XX-XX5890,2025-04-29,07,2028,active
CARD002077,ACC003053,CUST003053,debit,Mastercard,4000-00XX-XX3941,2024-10-15,03,2031,active
CARD002078,ACC003056,CUST003056,debit,Visa,4000-00XX-XX0249,2023-03-10,03,2028,blocked
CARD002079,ACC003057,CUST003057,debit,Verve,4000-00XX-XX8272,2025-12-21,02,2030,active
CARD002080,ACC003058,CUST003058,virtual,Verve,4000-00XX-XX0957,2025-06-17,05,2031,blocked
CARD002081,ACC003059,CUST003059,virtual,Visa,4000-00XX-XX9025,2023-03-10,10,2030,active
CARD002082,ACC003060,CUST003060,debit,Verve,4000-00XX-XX1533,2024-12-11,08,2028,active
CARD002083,ACC003061,CUST003061,virtual,Visa,4000-00XX-XX9078,2023-12-22,03,2031,blocked
CARD002084,ACC003062,CUST003062,debit,Visa,4000-00XX-XX2201,2023-09-11,07,2028,active
CARD002085,ACC003063,CUST003063,virtual,Mastercard,4000-00XX-XX7674,2025-05-22,12,2029,active
CARD002086,ACC003064,CUST003064,debit,Mastercard,4000-00XX-XX8376,2023-11-01,05,2029,blocked
CARD002087,ACC003065,CUST003065,virtual,Mastercard,4000-00XX-XX8188,2023-11-01,10,2028,active
CARD002088,ACC003066,CUST003066,debit,Mastercard,4000-00XX-XX8188,2024-07-09,03,2031,blocked
CARD002089,ACC003068,CUST003068,virtual,Verve,4000-00XX-XX6444,2023-07-14,03,2028,active
CARD002090,ACC003069,CUST003069,virtual,Verve,4000-00XX-XX3112,2023-06-04,10,2028,active
CARD002091,ACC003070,CUST003070,debit,Visa,4000-00XX-XX0198,2025-01-02,09,2029,active
CARD002092,ACC003071,CUST003071,virtual,Verve,4000-00XX-XX9625,2024-02-23,06,2031,blocked
CARD002093,ACC003073,CUST003073,virtual,Verve,4000-00XX-XX8171,2025-11-18,10,2030,active
CARD002094,ACC003075,CUST003075,virtual,Visa,4000-00XX-XX7107,2025-03-22,07,2029,active
CARD002095,ACC003076,CUST003076,debit,Mastercard,4000-00XX-XX2712,2024-02-29,07,2029,active
CARD002096,ACC003077,CUST003077,debit,Mastercard,4000-00XX-XX8978,2024-11-06,05,2028,active
CARD002097,ACC003079,CUST003079,debit,Verve,4000-00XX-XX9442,2023-02-05,05,2028,blocked
CARD002098,ACC003081,CUST003081,virtual,Mastercard,4000-00XX-XX5629,2023-05-10,01,2031,blocked
CARD002099,ACC003082,CUST003082,virtual,Visa,4000-00XX-XX7795,2023-05-14,09,2029,active
CARD002100,ACC003083,CUST003083,virtual,Mastercard,4000-00XX-XX9838,2026-03-26,08,2031,blocked
CARD002101,ACC003084,CUST003084,debit,Verve,4000-00XX-XX6931,2025-10-16,07,2029,active
CARD002102,ACC003087,CUST003087,virtual,Mastercard,4000-00XX-XX0342,2025-12-21,02,2031,active
CARD002103,ACC003088,CUST003088,debit,Verve,4000-00XX-XX4961,2024-03-13,07,2029,blocked
CARD002104,ACC003089,CUST003089,virtual,Visa,4000-00XX-XX9069,2025-03-28,11,2030,active
CARD002105,ACC003090,CUST003090,virtual,Visa,4000-00XX-XX3788,2025-12-22,11,2031,active
CARD002106,ACC003092,CUST003092,debit,Visa,4000-00XX-XX9114,2024-03-17,10,2030,blocked
CARD002107,ACC003094,CUST003094,debit,Visa,4000-00XX-XX1678,2025-12-10,06,2031,active
CARD002108,ACC003095,CUST003095,debit,Visa,4000-00XX-XX2702,2025-11-08,08,2028,blocked
CARD002109,ACC003097,CUST003097,virtual,Visa,4000-00XX-XX1490,2024-04-29,12,2029,blocked
CARD002110,ACC003100,CUST003100,debit,Verve,4000-00XX-XX1610,2023-10-09,11,2031,active
CARD002111,ACC003101,CUST003101,debit,Mastercard,4000-00XX-XX4113,2025-01-30,08,2031,blocked
CARD002112,ACC003102,CUST003102,debit,Verve,4000-00XX-XX1595,2024-06-19,07,2031,active
CARD002113,ACC003105,CUST003105,virtual,Visa,4000-00XX-XX1738,2024-07-01,11,2029,active
CARD002114,ACC003106,CUST003106,virtual,Verve,4000-00XX-XX7989,2025-01-01,08,2028,blocked
CARD002115,ACC003108,CUST003108,virtual,Verve,4000-00XX-XX9933,2024-06-11,06,2031,blocked
CARD002116,ACC003112,CUST003112,virtual,Visa,4000-00XX-XX6506,2023-07-02,06,2028,active
CARD002117,ACC003113,CUST003113,virtual,Mastercard,4000-00XX-XX2460,2023-01-12,01,2028,active
CARD002118,ACC003114,CUST003114,debit,Verve,4000-00XX-XX5570,2025-08-22,02,2031,active
CARD002119,ACC003115,CUST003115,debit,Visa,4000-00XX-XX6490,2023-01-02,01,2028,active
CARD002120,ACC003116,CUST003116,debit,Mastercard,4000-00XX-XX5106,2023-10-23,07,2031,blocked
CARD002121,ACC003117,CUST003117,virtual,Visa,4000-00XX-XX2288,2024-04-07,03,2029,active
CARD002122,ACC003118,CUST003118,debit,Mastercard,4000-00XX-XX2750,2023-01-28,01,2029,active
CARD002123,ACC003121,CUST003121,virtual,Verve,4000-00XX-XX4988,2026-01-28,04,2029,active
CARD002124,ACC003122,CUST003122,virtual,Visa,4000-00XX-XX4392,2023-07-29,07,2031,blocked
CARD002125,ACC003123,CUST003123,debit,Mastercard,4000-00XX-XX5884,2025-01-09,06,2029,blocked
CARD002126,ACC003124,CUST003124,debit,Visa,4000-00XX-XX9461,2024-11-11,03,2030,active
CARD002127,ACC003127,CUST003127,virtual,Verve,4000-00XX-XX1048,2025-08-03,07,2029,active
CARD002128,ACC003129,CUST003129,debit,Verve,4000-00XX-XX9555,2023-06-07,06,2029,active
CARD002129,ACC003131,CUST003131,virtual,Verve,4000-00XX-XX8447,2025-03-30,03,2028,active
CARD002130,ACC003134,CUST003134,debit,Visa,4000-00XX-XX0769,2023-04-16,07,2030,blocked
CARD002131,ACC003135,CUST003135,virtual,Visa,4000-00XX-XX9754,2025-03-10,02,2030,blocked
CARD002132,ACC003136,CUST003136,debit,Verve,4000-00XX-XX7441,2026-01-23,05,2029,active
CARD002133,ACC003137,CUST003137,virtual,Verve,4000-00XX-XX8350,2023-10-16,07,2028,active
CARD002134,ACC003138,CUST003138,debit,Verve,4000-00XX-XX3792,2025-10-11,08,2028,blocked
CARD002135,ACC003139,CUST003139,debit,Mastercard,4000-00XX-XX6901,2023-05-20,10,2029,active
CARD002136,ACC003140,CUST003140,debit,Visa,4000-00XX-XX9191,2023-09-27,09,2030,active
CARD002137,ACC003141,CUST003141,virtual,Visa,4000-00XX-XX3535,2026-02-04,02,2029,blocked
CARD002138,ACC003144,CUST003144,debit,Verve,4000-00XX-XX5329,2024-03-13,08,2031,blocked
CARD002139,ACC003145,CUST003145,virtual,Verve,4000-00XX-XX7062,2023-10-31,06,2031,active
CARD002140,ACC003146,CUST003146,virtual,Verve,4000-00XX-XX7801,2024-08-31,04,2028,blocked
CARD002141,ACC003147,CUST003147,virtual,Visa,4000-00XX-XX9718,2024-03-13,04,2030,blocked
CARD002142,ACC003148,CUST003148,debit,Verve,4000-00XX-XX5554,2024-07-19,03,2028,active
CARD002143,ACC003150,CUST003150,virtual,Mastercard,4000-00XX-XX8283,2025-05-19,11,2030,blocked
CARD002144,ACC003151,CUST003151,virtual,Verve,4000-00XX-XX2180,2023-11-24,09,2031,active
CARD002145,ACC003152,CUST003152,virtual,Mastercard,4000-00XX-XX7122,2022-12-28,04,2029,active
CARD002146,ACC003155,CUST003155,debit,Visa,4000-00XX-XX2823,2025-09-09,07,2029,active
CARD002147,ACC003156,CUST003156,debit,Verve,4000-00XX-XX9681,2023-06-21,02,2031,active
CARD002148,ACC003159,CUST003159,virtual,Mastercard,4000-00XX-XX6360,2023-01-28,03,2029,blocked
CARD002149,ACC003160,CUST003160,virtual,Verve,4000-00XX-XX8704,2024-12-06,07,2028,blocked
CARD002150,ACC003161,CUST003161,virtual,Verve,4000-00XX-XX7343,2025-06-06,05,2031,active
CARD002151,ACC003163,CUST003163,virtual,Mastercard,4000-00XX-XX4520,2025-08-26,06,2029,blocked
CARD002152,ACC003164,CUST003164,virtual,Verve,4000-00XX-XX7108,2024-09-10,11,2029,blocked
CARD002153,ACC003165,CUST003165,debit,Mastercard,4000-00XX-XX4805,2025-08-01,04,2030,active
CARD002154,ACC003166,CUST003166,virtual,Verve,4000-00XX-XX1632,2023-04-04,08,2028,active
CARD002155,ACC003169,CUST003169,debit,Mastercard,4000-00XX-XX5812,2026-01-07,05,2029,active
CARD002156,ACC003170,CUST003170,virtual,Verve,4000-00XX-XX1912,2026-02-11,03,2030,active
CARD002157,ACC003171,CUST003171,debit,Mastercard,4000-00XX-XX1626,2025-05-21,03,2029,active
CARD002158,ACC003172,CUST003172,debit,Visa,4000-00XX-XX4067,2025-02-19,08,2031,blocked
CARD002159,ACC003173,CUST003173,virtual,Mastercard,4000-00XX-XX4668,2023-03-31,06,2028,blocked
CARD002160,ACC003174,CUST003174,virtual,Mastercard,4000-00XX-XX6629,2024-04-18,08,2031,active
CARD002161,ACC003175,CUST003175,debit,Verve,4000-00XX-XX3530,2023-05-21,12,2031,active
CARD002162,ACC003177,CUST003177,virtual,Visa,4000-00XX-XX6605,2025-05-30,01,2030,blocked
CARD002163,ACC003178,CUST003178,virtual,Visa,4000-00XX-XX7754,2023-11-15,08,2028,active
CARD002164,ACC003179,CUST003179,debit,Visa,4000-00XX-XX2951,2023-12-13,04,2029,active
CARD002165,ACC003180,CUST003180,virtual,Verve,4000-00XX-XX8606,2024-11-10,08,2030,active
CARD002166,ACC003183,CUST003183,debit,Mastercard,4000-00XX-XX9321,2024-11-27,03,2029,active
CARD002167,ACC003184,CUST003184,virtual,Mastercard,4000-00XX-XX5532,2025-11-07,12,2030,active
CARD002168,ACC003185,CUST003185,debit,Mastercard,4000-00XX-XX6291,2026-01-29,04,2030,active
CARD002169,ACC003188,CUST003188,virtual,Visa,4000-00XX-XX0200,2024-09-06,12,2031,active
CARD002170,ACC003194,CUST003194,debit,Mastercard,4000-00XX-XX1958,2023-06-28,11,2029,active
CARD002171,ACC003195,CUST003195,debit,Verve,4000-00XX-XX6605,2023-11-28,02,2028,active
CARD002172,ACC003196,CUST003196,virtual,Verve,4000-00XX-XX8878,2024-01-13,04,2030,active
CARD002173,ACC003197,CUST003197,virtual,Mastercard,4000-00XX-XX1778,2025-08-26,08,2030,active
CARD002174,ACC003198,CUST003198,virtual,Verve,4000-00XX-XX6871,2024-09-05,07,2030,active
CARD002175,ACC003199,CUST003199,debit,Visa,4000-00XX-XX4314,2023-06-15,05,2030,blocked
CARD002176,ACC003201,CUST003201,virtual,Mastercard,4000-00XX-XX7502,2023-05-30,02,2029,blocked
CARD002177,ACC003203,CUST003203,virtual,Verve,4000-00XX-XX6565,2026-01-19,06,2031,active
CARD002178,ACC003204,CUST003204,virtual,Verve,4000-00XX-XX6012,2024-12-21,07,2029,blocked
CARD002179,ACC003206,CUST003206,debit,Visa,4000-00XX-XX3725,2024-03-17,01,2031,blocked
CARD002180,ACC003207,CUST003207,debit,Verve,4000-00XX-XX7546,2023-07-20,09,2029,active
CARD002181,ACC003208,CUST003208,debit,Verve,4000-00XX-XX7189,2024-08-05,11,2029,blocked
CARD002182,ACC003209,CUST003209,debit,Mastercard,4000-00XX-XX1918,2023-10-10,08,2030,active
CARD002183,ACC003210,CUST003210,debit,Mastercard,4000-00XX-XX4901,2024-02-29,04,2030,active
CARD002184,ACC003212,CUST003212,debit,Mastercard,4000-00XX-XX7745,2025-12-31,06,2028,active
CARD002185,ACC003213,CUST003213,virtual,Visa,4000-00XX-XX5396,2024-04-28,11,2030,active
CARD002186,ACC003215,CUST003215,debit,Visa,4000-00XX-XX4974,2023-12-13,12,2031,active
CARD002187,ACC003217,CUST003217,debit,Visa,4000-00XX-XX4155,2023-06-06,04,2030,blocked
CARD002188,ACC003218,CUST003218,virtual,Mastercard,4000-00XX-XX2676,2024-12-15,07,2030,blocked
CARD002189,ACC003220,CUST003220,virtual,Verve,4000-00XX-XX8686,2023-06-21,06,2030,active
CARD002190,ACC003221,CUST003221,debit,Visa,4000-00XX-XX6691,2024-11-26,12,2031,active
CARD002191,ACC003222,CUST003222,debit,Verve,4000-00XX-XX3518,2025-11-14,06,2031,blocked
CARD002192,ACC003223,CUST003223,debit,Mastercard,4000-00XX-XX5166,2024-12-14,10,2031,active
CARD002193,ACC003224,CUST003224,debit,Verve,4000-00XX-XX1001,2026-01-01,05,2029,blocked
CARD002194,ACC003225,CUST003225,debit,Mastercard,4000-00XX-XX9383,2023-03-01,04,2030,blocked
CARD002195,ACC003227,CUST003227,debit,Mastercard,4000-00XX-XX4327,2023-08-20,12,2028,active
CARD002196,ACC003229,CUST003229,debit,Mastercard,4000-00XX-XX8974,2024-10-13,07,2028,blocked
CARD002197,ACC003230,CUST003230,debit,Visa,4000-00XX-XX4076,2023-04-12,07,2028,blocked
CARD002198,ACC003231,CUST003231,virtual,Verve,4000-00XX-XX8114,2023-11-23,09,2030,active
CARD002199,ACC003232,CUST003232,debit,Verve,4000-00XX-XX6409,2024-02-09,08,2028,blocked
CARD002200,ACC003234,CUST003234,virtual,Visa,4000-00XX-XX8747,2023-05-18,01,2030,active
CARD002201,ACC003235,CUST003235,virtual,Verve,4000-00XX-XX6980,2024-08-29,03,2031,blocked
CARD002202,ACC003237,CUST003237,debit,Mastercard,4000-00XX-XX2201,2023-09-19,02,2028,active
CARD002203,ACC003240,CUST003240,debit,Mastercard,4000-00XX-XX2598,2026-02-03,09,2030,active
CARD002204,ACC003242,CUST003242,debit,Mastercard,4000-00XX-XX1337,2025-07-11,11,2029,blocked
CARD002205,ACC003244,CUST003244,debit,Mastercard,4000-00XX-XX5851,2024-10-07,04,2028,active
CARD002206,ACC003245,CUST003245,virtual,Verve,4000-00XX-XX5465,2026-01-16,08,2028,active
CARD002207,ACC003246,CUST003246,debit,Visa,4000-00XX-XX7807,2026-03-04,06,2029,active
CARD002208,ACC003248,CUST003248,virtual,Verve,4000-00XX-XX5023,2025-06-04,03,2030,blocked
CARD002209,ACC003250,CUST003250,virtual,Mastercard,4000-00XX-XX5085,2026-02-18,04,2028,active
CARD002210,ACC003251,CUST003251,virtual,Verve,4000-00XX-XX1926,2024-11-10,05,2030,active
CARD002211,ACC003252,CUST003252,debit,Mastercard,4000-00XX-XX3750,2025-08-17,05,2029,blocked
CARD002212,ACC003253,CUST003253,debit,Verve,4000-00XX-XX9338,2025-06-26,01,2030,active
CARD002213,ACC003254,CUST003254,virtual,Verve,4000-00XX-XX6164,2025-02-03,12,2028,blocked
CARD002214,ACC003255,CUST003255,debit,Verve,4000-00XX-XX3946,2025-05-07,07,2028,active
CARD002215,ACC003257,CUST003257,debit,Mastercard,4000-00XX-XX6001,2024-07-11,08,2028,blocked
CARD002216,ACC003258,CUST003258,virtual,Mastercard,4000-00XX-XX4746,2025-03-28,02,2031,active
CARD002217,ACC003259,CUST003259,virtual,Mastercard,4000-00XX-XX2000,2023-06-17,06,2028,blocked
